Year,Citations,With Code
2016,28,False
2016,29,False
2016,26,False
2016,15,False
2016,4,False
2016,10,False
2016,39,False
2016,14,False
2016,5,False
2016,7,False
2016,17,False
2016,12,False
2016,1,False
2016,11,False
2016,29,False
2016,15,False
2016,14,False
2016,11,False
2016,6,False
2016,18,False
2016,28,False
2016,24,False
2016,7,False
2016,11,False
2016,6,False
2016,6,False
2016,6,False
2016,33,False
2016,16,False
2016,6,False
2016,47,False
2016,1,False
2016,43,False
2016,25,False
2016,105,False
2016,22,False
2016,9,False
2016,24,False
2016,45,False
2016,10,False
2016,1,False
2016,20,False
2016,21,False
2016,27,False
2016,9,False
2016,85,False
2016,151,False
2016,4,False
2016,4,False
2016,49,False
2016,68,False
2016,33,False
2016,30,False
2016,64,False
2016,53,False
2016,44,False
2016,4,False
2016,52,True
2016,27,False
2016,16,False
2016,195,False
2016,16,False
2016,38,False
2016,426,False
2016,71,False
2016,336,False
2016,180,False
2016,42,False
2016,9,False
2016,1,False
2016,18,False
2016,42,False
2016,3,False
2016,19,False
2016,43,False
2016,25,False
2016,8,False
2016,23,False
2016,20,False
2016,2,False
2016,3,False
2016,17,False
2016,8,False
2016,23,False
2016,65,False
2016,51,False
2016,10,False
2016,21,False
2016,16,False
2016,16,False
2016,6,False
2016,19,False
2016,4,False
2016,26,False
2016,33,False
2016,22,False
2016,30,True
2016,5,False
2016,80,False
2016,21,False
2016,126,False
2016,74,False
2016,13,False
2016,44,False
2016,15,False
2016,6,False
2016,3,False
2016,16,False
2016,14,False
2016,5,False
2016,6,False
2016,5,False
2016,94,False
2016,45,False
2016,29,False
2016,33,False
2016,21,False
2016,16,False
2016,11,False
2016,5,False
2016,7,False
2016,2,False
2016,46,False
2016,25,False
2016,94,False
2016,9,False
2016,0,False
2016,56,False
2016,23,False
2016,22,False
2016,52,False
2016,3,False
2016,15,False
2016,13,False
2016,5,False
2016,5,False
2016,56,False
2016,16,False
2016,20,False
2016,13,False
2016,7,False
2016,29,False
2016,26,False
2016,2,False
2016,28,False
2016,14,False
2016,19,False
2016,57,False
2016,857,False
2016,19,False
2016,95,False
2016,26,False
2016,16,False
2016,32,False
2016,12,False
2016,19,False
2016,79,False
2016,1,False
2016,17,False
2016,15,False
2016,130,False
2016,7,False
2016,91,False
2016,14,False
2016,144,False
2016,0,False
2016,5,False
2016,190,False
2016,2,False
2016,166,False
2016,14,True
2016,273,False
2016,61,False
2016,124,False
2016,84,False
2016,96,False
2016,31,True
2016,38,False
2016,18,False
2016,1,False
2016,10,False
2016,16,False
2016,8,False
2016,26,False
2016,3,False
2016,27,False
2016,3,False
2016,4,False
2016,45,False
2016,4,False
2016,4,False
2016,15,False
2016,8,False
2016,92,False
2016,73,False
2016,3,False
2016,15,False
2016,14,False
2016,8,False
2016,33,False
2016,6,False
2016,0,False
2016,5,False
2016,11,False
2016,13,False
2016,18,False
2016,27,False
2016,6,False
2016,10,False
2016,32,False
2016,4,False
2016,4,False
2016,20,False
2016,13,False
2016,85,False
2016,10,False
2016,47,False
